@RELATION random_forest_new_dataset
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {crow,Dove,macaw,Parakeet,Parrot,Pigeon,sparrow}

@DATA
0.242725,0.063317,2.989317,0.325428,0.256840,0.880816,0.021537,0.322839,-25.979782,2.407047,-0.285636,-1.081688,-0.652893,-0.079940,0.499848,0.516497,0.345844,-0.088669,0.034374,-0.164211,0.062073,0.041427,0.031747,0.009745,0.009386,0.038738,0.003017,0.011347,0.000592,0.000678,0.001919,0.008688,0.012824,0.026956,0.102887,0.048716,0.264910,0.079368,0.020394,0.526764,0.011987,0.198728,1.472175,0.576091,0.466408,0.271199,0.254570,0.230939,0.172127,0.164686,0.160175,0.187732,0.120955,0.130148,0.150322,0.023875,0.024571,0.007437,0.010397,0.029915,0.002646,0.009554,0.000415,0.000462,0.001817,0.009719,0.012599,0.011697,Dove
0.204240,0.061700,2.996127,0.302893,0.252316,0.898702,0.022925,0.302318,-25.682913,2.257130,-0.033337,-1.174998,-0.633026,-0.087636,0.358445,0.558431,0.186740,0.012244,-0.091554,-0.160172,-0.005256,0.036051,0.041999,0.023057,0.009336,0.029389,0.001749,0.015832,0.000429,0.000896,0.002532,0.011215,0.012122,0.029775,0.086920,0.052829,0.268934,0.067202,0.017765,0.488827,0.012630,0.196834,1.466078,0.493849,0.493544,0.344902,0.225399,0.250708,0.175857,0.129740,0.202067,0.149968,0.143848,0.181836,0.143859,0.028688,0.039360,0.025580,0.008218,0.034667,0.001055,0.011751,0.000209,0.000428,0.002091,0.011429,0.011278,0.011960,Dove
0.246141,0.050894,2.998249,0.331917,0.258236,0.985128,0.019329,0.352778,-26.247653,2.389433,-0.335551,-1.217007,-0.749774,-0.029792,0.562587,0.540563,0.291509,-0.105018,-0.062967,-0.105139,0.028369,0.033299,0.038273,0.011831,0.017122,0.024173,0.002850,0.014115,0.000646,0.000797,0.001894,0.005996,0.008702,0.024173,0.100297,0.050519,0.249616,0.061566,0.009261,0.513898,0.010176,0.206686,1.222783,0.422025,0.394578,0.208506,0.198326,0.206315,0.213777,0.115031,0.131458,0.142442,0.117857,0.118972,0.118753,0.027081,0.032404,0.007598,0.010971,0.017504,0.001590,0.008259,0.000370,0.000447,0.001485,0.004731,0.008271,0.010764,Dove
0.202788,0.059768,3.054971,0.316710,0.258995,0.774954,0.015893,0.279398,-25.672765,2.405749,-0.541825,-1.325292,-0.845225,0.100615,0.593642,0.443096,0.255141,-0.288065,-0.012601,-0.156909,0.088106,0.027977,0.043903,0.012041,0.024031,0.017087,0.015222,0.009924,0.000552,0.000564,0.000923,0.003688,0.004768,0.027355,0.091550,0.051265,0.216763,0.060863,0.013962,0.429846,0.009090,0.172719,1.206838,0.382282,0.376265,0.214423,0.312733,0.308776,0.226887,0.119722,0.182050,0.151270,0.146434,0.154007,0.141784,0.020116,0.037371,0.009000,0.017289,0.020358,0.015569,0.007941,0.000350,0.000272,0.000508,0.002912,0.004135,0.013724,Dove
0.101988,0.043898,3.080525,0.216629,0.243676,0.353744,0.019081,0.115327,-24.564708,2.948682,-0.470410,-0.753354,0.035756,0.665574,0.407046,-0.014859,-0.132767,0.006264,0.158101,0.088761,0.067986,0.006029,0.002770,0.034935,0.013364,0.022072,0.018033,0.053020,0.013353,0.021732,0.006868,0.015628,0.002231,0.029919,0.016559,0.015800,0.160968,0.022585,0.013756,0.129705,0.008797,0.021076,0.490992,0.271099,0.337364,0.280882,0.217447,0.194619,0.185076,0.197105,0.137628,0.167025,0.164418,0.136317,0.126849,0.004449,0.002412,0.021676,0.012936,0.015458,0.016924,0.033901,0.012660,0.017180,0.004470,0.010826,0.001798,0.012119,Dove
0.289711,0.057752,3.185902,0.341059,0.227177,2.031686,0.009351,0.472500,-28.011791,-0.438157,-1.223080,-0.727502,0.091234,0.378496,0.373600,0.184312,-0.097102,-0.178681,-0.221235,-0.025098,0.061158,0.003592,0.002904,0.002663,0.003468,0.052455,0.004189,0.006621,0.002833,0.002335,0.003171,0.003869,0.003083,0.015541,0.044671,0.026829,0.177774,0.025927,0.009543,0.369257,0.008587,0.062578,0.760937,0.484913,0.202511,0.213858,0.179135,0.117115,0.131589,0.079750,0.152471,0.141989,0.076150,0.138101,0.101335,0.001947,0.001901,0.001573,0.002183,0.028503,0.002340,0.002574,0.001269,0.000787,0.001590,0.002908,0.001863,0.007796,Dove
0.283364,0.043313,3.151104,0.335305,0.213422,1.712580,0.014830,0.427961,-28.281430,-0.764966,-1.029966,-0.762323,0.085020,0.449950,0.253691,0.336314,-0.165508,-0.115031,-0.312618,-0.015383,0.076376,0.002305,0.002208,0.003403,0.003251,0.045914,0.005441,0.006099,0.003567,0.003817,0.003072,0.003365,0.002273,0.014724,0.045554,0.027942,0.176872,0.031493,0.015809,0.436558,0.011112,0.088056,0.806104,0.483523,0.196085,0.181484,0.162646,0.145011,0.176446,0.143346,0.111094,0.115934,0.122429,0.137173,0.131261,0.001328,0.001052,0.002382,0.001441,0.019803,0.004364,0.002684,0.002364,0.002548,0.002112,0.002527,0.001411,0.006182,Dove
0.286630,0.052641,3.187238,0.339630,0.225570,2.051116,0.010958,0.473388,-28.426451,-0.622064,-1.117742,-0.598030,0.053066,0.345685,0.393859,0.219071,-0.047972,-0.194742,-0.307821,0.003467,0.019554,0.003788,0.002887,0.003947,0.004278,0.054412,0.004313,0.007594,0.002930,0.002134,0.004800,0.006395,0.003707,0.016931,0.046306,0.046102,0.154916,0.033111,0.011432,0.328709,0.009251,0.081331,0.821414,0.510947,0.186053,0.209812,0.154702,0.140497,0.150058,0.143545,0.135846,0.145119,0.114942,0.117521,0.141139,0.002492,0.001675,0.002586,0.003053,0.020630,0.002853,0.002868,0.001776,0.001236,0.003576,0.004564,0.002440,0.006172,Dove
0.295369,0.054671,3.074144,0.353728,0.220387,1.864131,0.013830,0.463472,-27.413992,-0.646776,-1.066933,-0.891611,0.008403,0.427623,0.379126,0.311073,-0.154538,-0.130983,-0.303816,0.012940,0.059654,0.002210,0.002266,0.003273,0.004777,0.050581,0.006035,0.007092,0.002784,0.002633,0.003226,0.002349,0.002026,0.015565,0.060867,0.050334,0.208616,0.051868,0.011504,0.392244,0.011338,0.110109,0.868548,0.563589,0.220205,0.194104,0.165108,0.111600,0.142507,0.099620,0.111375,0.121218,0.130232,0.118439,0.106768,0.001306,0.001192,0.001795,0.002938,0.025296,0.004145,0.002988,0.001650,0.001329,0.002560,0.001342,0.001062,0.006943,Dove
0.344910,0.026453,3.129515,0.379550,0.218470,1.781585,0.008160,0.494167,-28.395404,-0.686440,-0.926789,-0.914366,0.115731,0.411286,0.264994,0.326768,-0.106247,-0.047822,-0.313015,-0.050352,0.008304,0.001593,0.001743,0.003249,0.005289,0.036572,0.003388,0.011836,0.002259,0.002584,0.003051,0.004426,0.001995,0.013407,0.057367,0.020567,0.156777,0.042608,0.016763,0.360176,0.005828,0.069181,0.509023,0.322135,0.235129,0.153087,0.146361,0.175929,0.136221,0.120262,0.120638,0.144881,0.104995,0.116193,0.114978,0.000892,0.000893,0.002213,0.003816,0.016106,0.002159,0.007361,0.001307,0.001500,0.002195,0.002785,0.001224,0.005409,Dove
0.359100,0.045490,3.100337,0.386600,0.214116,2.005009,0.011292,0.520987,-29.202694,-0.766875,-0.907605,-0.900571,0.115074,0.335056,0.402607,0.305224,-0.104748,-0.141102,-0.234574,-0.003295,0.016789,0.002136,0.002533,0.003521,0.003570,0.037081,0.005222,0.006235,0.002576,0.002159,0.002586,0.002557,0.002264,0.011687,0.075434,0.039962,0.235311,0.056187,0.012154,0.466799,0.008699,0.111423,1.377304,0.675125,0.212166,0.199184,0.202429,0.121339,0.143701,0.120833,0.111644,0.126299,0.124965,0.117172,0.125825,0.001197,0.001618,0.001806,0.002366,0.025541,0.004203,0.003480,0.001532,0.001265,0.001458,0.001630,0.001335,0.007437,Dove
0.061196,0.024705,2.981424,0.149519,0.200047,0.202858,0.015346,0.056042,-26.103242,2.715521,-0.114961,0.008398,0.260915,0.593131,0.428026,0.083549,-0.308162,-0.130051,0.171955,0.199923,0.111301,0.006596,0.000741,0.063507,0.003825,0.032086,0.048362,0.070125,0.003005,0.001923,0.010113,0.040397,0.000799,0.040831,0.008305,0.009760,0.151266,0.014174,0.013591,0.061092,0.008674,0.006256,0.439799,0.169941,0.265096,0.181630,0.161909,0.141723,0.109697,0.141916,0.138133,0.126390,0.128512,0.127074,0.102869,0.004653,0.000593,0.034672,0.002250,0.020765,0.028592,0.034511,0.002243,0.001317,0.007326,0.023649,0.000562,0.011741,Dove
0.057103,0.038771,2.962861,0.135972,0.189332,0.158897,0.015142,0.057292,-25.537493,2.875897,-0.205550,-0.053873,0.262667,0.653043,0.502785,0.078508,-0.338309,-0.109977,0.218960,0.204215,0.063985,0.005686,0.000620,0.064237,0.003580,0.023620,0.044878,0.070535,0.003461,0.001811,0.009287,0.038372,0.000688,0.038292,0.008880,0.016741,0.128141,0.016724,0.018621,0.056441,0.006957,0.007676,0.492143,0.246273,0.264343,0.210117,0.134436,0.197586,0.163718,0.125798,0.165548,0.103392,0.170537,0.116910,0.108592,0.004186,0.000390,0.032123,0.002686,0.013822,0.030968,0.029660,0.002579,0.000973,0.006927,0.018980,0.000499,0.011574,Dove
0.057275,0.029416,2.985662,0.137705,0.187003,0.179675,0.018823,0.059219,-25.961792,2.945813,-0.267780,-0.219802,0.193267,0.617505,0.566238,0.189333,-0.309353,-0.209897,0.153863,0.253695,0.131141,0.004868,0.000865,0.059108,0.005113,0.047807,0.022685,0.057037,0.005046,0.001441,0.006816,0.029926,0.000589,0.033723,0.006936,0.012687,0.154700,0.015792,0.017929,0.060229,0.008018,0.006371,0.538622,0.247442,0.309267,0.250164,0.137100,0.169204,0.149859,0.123665,0.136390,0.142887,0.141733,0.097016,0.103772,0.003540,0.000509,0.028932,0.002672,0.026173,0.013678,0.029854,0.005266,0.000866,0.005092,0.019754,0.000376,0.009913,Dove
0.130257,0.051147,3.129354,0.246163,0.242139,0.647051,0.015887,0.190625,-24.146752,2.451574,-0.341757,-0.973589,-0.028621,0.642162,0.282178,0.007217,-0.172140,-0.010284,0.192122,0.048992,-0.004161,0.004704,0.003923,0.022663,0.013747,0.019945,0.019777,0.037918,0.024044,0.016290,0.007019,0.010163,0.003152,0.025116,0.030654,0.019679,0.144912,0.024854,0.010361,0.242877,0.007237,0.090542,0.478735,0.235778,0.375138,0.309236,0.210340,0.242746,0.237013,0.174750,0.156038,0.207994,0.152384,0.141119,0.144053,0.003377,0.003511,0.016965,0.013576,0.013652,0.015726,0.030245,0.019060,0.013406,0.005950,0.006823,0.002256,0.010330,Dove
0.116395,0.063559,3.185488,0.257802,0.262236,0.505021,0.019200,0.156750,-24.752847,2.513265,-0.315239,-0.862861,0.190170,0.606165,0.482483,-0.026593,-0.076295,0.068604,0.200505,0.073463,0.053689,0.004471,0.002013,0.027711,0.013931,0.016985,0.015129,0.101213,0.011420,0.014199,0.004592,0.020622,0.002303,0.040010,0.018767,0.020503,0.077876,0.019465,0.010931,0.125598,0.009216,0.036337,0.433437,0.224765,0.338880,0.239493,0.213834,0.186104,0.195244,0.170957,0.136429,0.172390,0.156839,0.122019,0.128328,0.001693,0.001290,0.014619,0.010782,0.020179,0.017897,0.043802,0.013882,0.013194,0.004147,0.012268,0.000998,0.015905,Dove
0.170922,0.070424,3.114430,0.279081,0.251512,0.875169,0.016365,0.279292,-24.337628,2.316017,-0.214344,-1.053769,0.192623,0.481172,0.501658,-0.074714,-0.036130,0.005127,0.187008,0.014792,0.101354,0.004337,0.005340,0.028629,0.012451,0.013220,0.021050,0.063054,0.010520,0.009712,0.006309,0.012426,0.002881,0.026735,0.037190,0.038710,0.153601,0.036148,0.018160,0.290827,0.009636,0.099789,0.665836,0.285297,0.512052,0.308587,0.258611,0.250933,0.206621,0.213896,0.173651,0.195422,0.200231,0.135561,0.167082,0.003932,0.005920,0.021614,0.012549,0.009392,0.020043,0.032299,0.012029,0.008602,0.004554,0.009139,0.002403,0.011190,Dove
0.137311,0.082637,3.198086,0.260571,0.252015,0.722290,0.019540,0.220240,-23.759382,2.244512,-0.688080,-0.953325,-0.059863,0.522086,0.307612,-0.058197,0.005212,0.003040,0.397222,0.125065,0.071909,0.003045,0.001401,0.020453,0.015098,0.012333,0.014210,0.048533,0.023145,0.027099,0.012123,0.010449,0.002071,0.031098,0.029619,0.023688,0.069083,0.027744,0.011802,0.265021,0.009423,0.082134,0.463686,0.253009,0.470476,0.273616,0.256414,0.225218,0.195572,0.195607,0.181214,0.168835,0.150329,0.146052,0.137289,0.001615,0.000992,0.017329,0.015500,0.010796,0.017080,0.036700,0.024213,0.022862,0.008394,0.009277,0.001512,0.015502,Dove
0.107185,0.023028,3.122328,0.201728,0.213849,0.704417,0.012589,0.163047,-26.124588,1.786114,-0.476636,0.010893,0.850188,0.305651,0.064314,-0.416968,-0.119786,-0.164798,0.020818,0.024407,-0.027882,0.009869,0.002872,0.064502,0.007001,0.010727,0.006630,0.110376,0.046238,0.004890,0.004858,0.013692,0.003352,0.046008,0.031246,0.013218,0.129181,0.022836,0.011791,0.269120,0.007536,0.075431,0.571082,0.318501,0.328980,0.273513,0.203826,0.234957,0.173058,0.209639,0.149886,0.149861,0.145862,0.134547,0.139885,0.007577,0.002412,0.035380,0.005697,0.008196,0.006122,0.047804,0.032153,0.004310,0.002769,0.007259,0.002876,0.013788,Dove
0.146391,0.082959,3.151816,0.269239,0.255675,0.700708,0.019855,0.255500,-24.351821,2.240668,-0.424860,-0.964425,0.130524,0.626685,0.373606,-0.029186,-0.116691,0.020582,0.248573,0.085378,0.115949,0.003487,0.005495,0.028635,0.014322,0.013553,0.014910,0.064873,0.012137,0.023894,0.006463,0.013900,0.001931,0.033303,0.037011,0.033842,0.132981,0.030974,0.013647,0.276199,0.011206,0.084640,0.631044,0.260211,0.474615,0.275284,0.266397,0.227721,0.208378,0.236920,0.170521,0.193319,0.174464,0.163388,0.131088,0.002630,0.006787,0.023583,0.014769,0.012451,0.017132,0.044102,0.012410,0.018641,0.006740,0.013075,0.001550,0.015523,Dove
0.119476,0.077022,3.182057,0.222848,0.219146,0.850155,0.010491,0.198798,-23.866813,1.949505,-0.300964,-0.048279,0.539540,0.210019,-0.139488,-0.428893,-0.047417,-0.303648,-0.100670,-0.143026,-0.116251,0.013323,0.002487,0.029986,0.018723,0.061498,0.008881,0.031638,0.044239,0.007605,0.003976,0.013102,0.006076,0.039953,0.019542,0.024249,0.104041,0.015850,0.007514,0.136899,0.005845,0.039521,0.403205,0.249311,0.216070,0.167852,0.158232,0.188760,0.204000,0.106344,0.155520,0.152389,0.135982,0.151511,0.130251,0.006176,0.001942,0.018388,0.010473,0.013286,0.007805,0.022325,0.030556,0.006490,0.001836,0.007190,0.004427,0.011146,Dove
0.782444,0.063863,3.264490,0.799154,0.185337,1.655782,0.003308,0.978029,-29.550673,-0.835451,0.854329,-0.881967,0.504076,-0.149548,-0.110488,0.184510,-0.025652,0.006992,0.085885,-0.068258,0.000844,0.002564,0.002449,0.002533,0.000024,0.000025,0.000043,0.000121,0.000248,0.000432,0.000902,0.001306,0.001878,0.001517,0.017548,0.006038,0.014254,0.006266,0.005425,0.056639,0.000387,0.005604,0.455339,0.142466,0.154137,0.202684,0.147602,0.086798,0.133326,0.158620,0.123469,0.110310,0.139539,0.080978,0.109766,0.001408,0.001631,0.002173,0.000012,0.000009,0.000020,0.000088,0.000172,0.000256,0.000739,0.000994,0.001294,0.000578,Dove
0.142783,0.051199,2.955759,0.265488,0.219258,0.584735,0.028223,0.233792,-28.013377,2.233898,-0.597602,-0.421731,0.574354,0.740574,0.421361,-0.156040,-0.098421,0.139750,0.434816,0.109608,0.012166,0.000513,0.000313,0.008842,0.000738,0.002361,0.019150,0.046876,0.049747,0.005520,0.001089,0.057068,0.000322,0.038425,0.049401,0.020003,0.310112,0.048562,0.024051,0.280434,0.020955,0.137610,1.331440,0.494028,0.462663,0.274956,0.193044,0.189446,0.149185,0.108005,0.116237,0.123513,0.117302,0.114081,0.092242,0.000388,0.000205,0.005754,0.000553,0.001716,0.016060,0.038096,0.047032,0.004106,0.000867,0.043799,0.000243,0.023262,Dove
0.170363,0.078155,2.961313,0.281873,0.219153,0.692385,0.024108,0.294935,-27.231951,1.888953,-0.519635,-0.564119,0.575328,0.701792,0.497086,-0.192427,-0.095291,0.097669,0.417025,0.155969,0.033910,0.000478,0.000385,0.007255,0.000630,0.002060,0.024406,0.049272,0.053324,0.004836,0.000966,0.043019,0.000385,0.038772,0.047646,0.024950,0.213579,0.042744,0.022395,0.228425,0.019782,0.093380,1.239200,0.413028,0.455305,0.259346,0.198589,0.191995,0.180725,0.111608,0.092326,0.107804,0.100065,0.093055,0.097991,0.000351,0.000233,0.004132,0.000428,0.001588,0.021327,0.041818,0.038931,0.004228,0.000711,0.035903,0.000280,0.019281,Dove
0.235861,0.038500,2.880748,0.302820,0.208868,0.738018,0.024735,0.316979,-28.567107,1.982893,-0.628474,-0.512137,0.461850,0.696311,0.369110,-0.255239,-0.267275,-0.031828,0.300270,0.101725,-0.094792,0.001180,0.000400,0.019560,0.001230,0.002482,0.027334,0.053489,0.068207,0.003187,0.000806,0.003978,0.000337,0.039100,0.078139,0.014737,0.221662,0.055153,0.023457,0.313539,0.021842,0.115297,1.325469,0.439598,0.469773,0.249162,0.144953,0.138695,0.127834,0.107598,0.096903,0.098092,0.099235,0.113134,0.079024,0.001222,0.000368,0.011682,0.000819,0.002057,0.020516,0.037813,0.037994,0.003078,0.000702,0.003873,0.000261,0.018945,Dove
0.209481,0.048867,3.006532,0.295603,0.234501,0.767010,0.022121,0.294097,-28.006411,1.903566,-0.492078,-0.471933,0.495267,0.564137,0.380241,-0.258186,-0.197551,0.021542,0.327367,0.094287,-0.067345,0.000606,0.000376,0.040968,0.000738,0.002100,0.020516,0.099555,0.057211,0.003450,0.000955,0.004888,0.000324,0.049646,0.063022,0.021958,0.184385,0.040381,0.013540,0.221898,0.013796,0.077831,1.287795,0.474711,0.414250,0.222860,0.228018,0.131798,0.132624,0.111364,0.117828,0.097696,0.100431,0.103073,0.096474,0.000393,0.000224,0.030727,0.000409,0.001229,0.019138,0.064297,0.034700,0.002375,0.000563,0.003003,0.000197,0.017315,Dove
0.183921,0.104469,3.084604,0.264537,0.222113,0.708220,0.038381,0.254570,-26.708722,1.980725,-0.566349,-0.591308,0.536698,0.689654,0.472404,-0.304776,-0.258571,-0.035114,0.329662,0.095639,-0.088043,0.001533,0.000562,0.010647,0.004371,0.010064,0.017923,0.065947,0.069343,0.006598,0.002516,0.008636,0.000807,0.039289,0.036001,0.040301,0.115457,0.028045,0.013083,0.226269,0.027016,0.065001,1.008021,0.403640,0.320365,0.198061,0.159462,0.147011,0.116262,0.121501,0.113411,0.120577,0.080328,0.103223,0.111052,0.001038,0.000387,0.007100,0.003562,0.008202,0.017314,0.043869,0.040837,0.003925,0.001761,0.005578,0.000557,0.014444,Dove
0.176249,0.088779,3.118455,0.259126,0.231969,0.737024,0.016441,0.298516,-26.977232,2.401821,-0.430224,-0.260180,0.542265,0.749160,0.388694,-0.266272,-0.185964,0.070094,0.354653,0.154173,-0.055662,0.002926,0.000338,0.014103,0.002730,0.020401,0.022735,0.075635,0.065762,0.005888,0.005163,0.013066,0.000532,0.041728,0.029949,0.038800,0.177650,0.030231,0.014688,0.216278,0.010599,0.073210,0.973792,0.298031,0.408591,0.227115,0.201276,0.216442,0.162278,0.123459,0.143744,0.124933,0.134954,0.111090,0.108218,0.001952,0.000190,0.008856,0.002173,0.013115,0.026483,0.050992,0.039429,0.004824,0.003910,0.007905,0.000287,0.014390,Dove
0.155850,0.096547,3.136188,0.236332,0.224740,0.659965,0.021082,0.229081,-26.149633,2.366859,-0.898745,-0.331476,0.430319,0.524636,0.203928,-0.190488,-0.273541,-0.100328,0.368140,0.121669,-0.050466,0.006861,0.001935,0.013579,0.003660,0.010372,0.026144,0.068324,0.058523,0.006109,0.003630,0.022382,0.000620,0.039703,0.025049,0.039783,0.153015,0.025341,0.013069,0.196599,0.016815,0.047883,0.950134,0.407071,0.311448,0.272829,0.187298,0.198108,0.170199,0.150176,0.137742,0.163889,0.125543,0.115709,0.119032,0.004983,0.001436,0.008781,0.002383,0.007463,0.025988,0.050771,0.033595,0.005059,0.001912,0.016583,0.000376,0.014900,Dove
0.143138,0.056693,3.123540,0.260186,0.249835,0.699909,0.016412,0.263603,-26.497961,1.975490,-0.019630,-0.232705,0.345437,0.733374,0.497256,0.085235,-0.153058,-0.045615,0.254656,0.218162,0.131425,0.002417,0.000498,0.045887,0.004280,0.037789,0.025620,0.081230,0.008674,0.001757,0.002918,0.015232,0.000608,0.036252,0.027800,0.035427,0.123253,0.028780,0.013316,0.222526,0.012239,0.100164,0.920887,0.245442,0.442098,0.241764,0.138574,0.170957,0.147803,0.137677,0.135613,0.117655,0.119514,0.132182,0.137570,0.001554,0.000295,0.022960,0.003100,0.020265,0.029777,0.046482,0.010031,0.001437,0.002011,0.012107,0.000336,0.015880,Dove
0.164296,0.061574,3.074769,0.288446,0.270551,0.839217,0.013762,0.289470,-24.367477,2.536926,-0.095018,-0.781236,0.083466,0.310611,0.456766,-0.004232,-0.046081,0.014808,0.245534,0.110775,0.068265,0.005455,0.004759,0.035870,0.009979,0.013484,0.014957,0.109266,0.007523,0.009924,0.006223,0.015330,0.004131,0.035021,0.050286,0.032756,0.185256,0.038091,0.015561,0.381379,0.008574,0.148612,0.581284,0.255134,0.419913,0.307784,0.235864,0.270975,0.179274,0.193806,0.158260,0.173967,0.141116,0.141552,0.093934,0.004697,0.003921,0.020642,0.007688,0.009069,0.015804,0.055936,0.007290,0.007458,0.004046,0.010569,0.004457,0.015490,Dove
0.120709,0.037055,3.080427,0.239465,0.242639,0.538025,0.022226,0.218616,-26.767100,2.157062,-0.123986,-0.233643,0.315170,0.741335,0.484863,-0.051963,-0.206210,-0.066652,0.219565,0.214520,0.050734,0.007397,0.000512,0.044780,0.008021,0.033896,0.025650,0.087207,0.013919,0.002812,0.004346,0.012857,0.000580,0.039812,0.024610,0.018451,0.204194,0.024417,0.012468,0.178810,0.017707,0.061322,0.779040,0.281778,0.325481,0.258780,0.177699,0.148475,0.129964,0.153696,0.115554,0.147335,0.151558,0.113347,0.114027,0.007183,0.000296,0.026999,0.005439,0.021116,0.026466,0.051524,0.016445,0.002967,0.004227,0.009075,0.000379,0.015320,Dove
0.137711,0.069317,3.073025,0.253512,0.247289,0.652716,0.022166,0.252383,-25.839743,2.056674,-0.134469,-0.239616,0.425509,0.754161,0.488746,-0.026087,-0.247218,-0.085168,0.199692,0.131528,0.056610,0.004067,0.000588,0.041913,0.003256,0.030147,0.026547,0.087290,0.015282,0.005147,0.003867,0.012117,0.000701,0.037857,0.023129,0.026872,0.064084,0.021490,0.009680,0.187414,0.017683,0.058454,0.658040,0.282118,0.318460,0.241859,0.153597,0.199846,0.150630,0.125235,0.135831,0.132614,0.132111,0.102021,0.114772,0.003104,0.000344,0.024563,0.002010,0.014653,0.026444,0.048919,0.015630,0.001420,0.002003,0.006536,0.000335,0.016176,Dove
0.132392,0.072861,3.155302,0.254090,0.246627,0.640411,0.023516,0.233789,-26.167977,1.917254,-0.218611,-0.352912,0.326492,0.726020,0.427964,0.005622,-0.238077,-0.035618,0.217709,0.210300,0.069871,0.002974,0.000554,0.054571,0.002772,0.018776,0.023673,0.095384,0.014290,0.002417,0.002574,0.017691,0.000567,0.041047,0.026320,0.038437,0.106691,0.024268,0.013572,0.212222,0.015469,0.077689,0.810000,0.317544,0.407544,0.234938,0.131693,0.183171,0.137657,0.141050,0.156907,0.136003,0.090245,0.109564,0.135928,0.002702,0.000345,0.035194,0.001831,0.013097,0.023110,0.055286,0.013369,0.001988,0.001948,0.014138,0.000397,0.016095,Dove
0.166808,0.073484,3.139005,0.271589,0.246627,0.826193,0.024548,0.311949,-26.031604,1.964934,-0.120165,-0.292725,0.440320,0.689573,0.514478,-0.016951,-0.240793,-0.078909,0.249965,0.217305,0.085650,0.004183,0.000744,0.041992,0.006010,0.017298,0.025595,0.067293,0.012669,0.002093,0.003136,0.023280,0.000638,0.033873,0.033928,0.036933,0.136050,0.028613,0.010821,0.227434,0.019123,0.068467,0.805580,0.339662,0.377992,0.205700,0.176818,0.180955,0.161736,0.119591,0.153209,0.160777,0.113759,0.100990,0.133896,0.003916,0.000658,0.018591,0.003727,0.008118,0.024612,0.036732,0.014707,0.001557,0.001513,0.010268,0.000353,0.015789,Dove
