@RELATION random_forest_new_dataset
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {crow,Dove,macaw,Parakeet,Parrot,Pigeon,sparrow}

@DATA
0.171393,0.011452,2.864506,0.181044,0.121337,1.099623,0.004061,0.231397,-27.073216,0.286934,1.071724,-0.140783,0.396756,0.016356,0.202473,0.151015,-0.076512,0.082334,0.012123,0.189616,0.079610,0.003694,0.001074,0.009881,0.003545,0.006830,0.004580,0.019499,0.003902,0.006662,0.006594,0.009726,0.001174,0.006384,0.036298,0.006859,0.322784,0.022807,0.016492,0.214611,0.001204,0.035565,1.000345,0.506236,0.237864,0.353778,0.266156,0.142570,0.203071,0.195351,0.118480,0.195742,0.120789,0.139156,0.197126,0.003633,0.000785,0.007294,0.002913,0.005296,0.003031,0.013070,0.003085,0.006008,0.007047,0.005896,0.000741,0.003665,Parakeet
0.108637,0.028419,3.017152,0.189127,0.167149,0.980764,0.004338,0.155290,-25.680491,-0.661186,1.518338,0.350468,0.168843,0.383833,0.333527,0.228605,0.230189,0.297482,0.223536,0.004425,0.190721,0.001922,0.001925,0.031183,0.001659,0.010315,0.001370,0.070737,0.001938,0.003334,0.002062,0.027609,0.002662,0.023269,0.019633,0.018692,0.189567,0.014688,0.028372,0.227830,0.001528,0.035831,0.655698,0.643589,0.293740,0.159465,0.188578,0.119638,0.170503,0.228926,0.152878,0.213701,0.170990,0.148757,0.113651,0.001391,0.001589,0.026829,0.001478,0.009961,0.001022,0.047446,0.001929,0.002871,0.001570,0.018930,0.002549,0.013065,Parakeet
0.133974,0.042546,2.972150,0.180557,0.149502,1.252199,0.005796,0.175550,-26.686739,-1.042571,0.843949,0.326497,0.447710,0.272940,-0.156025,0.424787,0.450992,-0.403026,0.323950,0.192141,-0.025072,0.005266,0.006588,0.015778,0.001519,0.003879,0.000899,0.015177,0.003266,0.010347,0.001974,0.014218,0.001127,0.009812,0.027786,0.025494,0.308301,0.020555,0.021311,0.126031,0.002043,0.043076,1.192094,0.542718,0.217645,0.210628,0.135490,0.199410,0.154325,0.189576,0.190180,0.189867,0.182617,0.202342,0.144936,0.005200,0.005107,0.012908,0.000952,0.002700,0.000389,0.014306,0.002369,0.007849,0.001486,0.011504,0.000839,0.006178,Parakeet
0.121498,0.022649,3.081820,0.170959,0.157402,1.124456,0.006346,0.164927,-26.110826,-0.426938,0.679340,0.398090,0.249669,0.221025,-0.173408,0.277083,0.375638,-0.339168,0.339949,0.096996,0.018785,0.004635,0.008252,0.016072,0.002385,0.005295,0.001260,0.027070,0.001467,0.004734,0.002479,0.015174,0.001476,0.011923,0.019309,0.019282,0.207781,0.014683,0.020944,0.210066,0.002206,0.023606,0.738682,0.652409,0.264234,0.205163,0.220982,0.208808,0.180139,0.218863,0.186456,0.226779,0.236954,0.168413,0.110151,0.004401,0.007977,0.011865,0.001665,0.004342,0.000653,0.020322,0.001406,0.003704,0.001656,0.013968,0.001217,0.006388,Parakeet
0.113674,0.032446,3.048392,0.172389,0.167838,1.096635,0.005198,0.157979,-25.551776,-0.217298,0.536262,0.396469,0.275512,0.225036,-0.215251,0.267859,0.282074,-0.326958,0.343446,0.167046,0.022067,0.004756,0.015290,0.020722,0.002085,0.006648,0.002127,0.027880,0.001983,0.005276,0.003084,0.013580,0.001929,0.013560,0.013359,0.028266,0.263775,0.012258,0.015898,0.158750,0.002367,0.024430,0.609804,0.505107,0.259033,0.243254,0.187855,0.144005,0.200820,0.215663,0.149724,0.196505,0.159594,0.131134,0.114515,0.003023,0.011056,0.015565,0.001283,0.005056,0.001315,0.020405,0.001237,0.003433,0.001665,0.009972,0.001244,0.007370,Parakeet
0.118062,0.038279,3.056107,0.166079,0.132077,1.239382,0.004826,0.176081,-25.704693,-1.405286,0.770047,0.462398,0.396423,0.060088,-0.156546,0.676167,0.089830,-0.411535,0.634825,-0.157394,0.137706,0.001282,0.003314,0.013064,0.006151,0.002432,0.000824,0.005894,0.001151,0.002043,0.003085,0.005552,0.000410,0.005198,0.013359,0.030977,0.244541,0.009907,0.017029,0.122833,0.001900,0.022858,0.980496,0.684142,0.241073,0.241454,0.196257,0.166639,0.205063,0.247917,0.191926,0.193119,0.263151,0.181770,0.145428,0.001024,0.002560,0.008876,0.003534,0.001503,0.000536,0.006134,0.000889,0.001524,0.001801,0.005584,0.000266,0.002984,Parakeet
0.107471,0.039858,3.089222,0.161803,0.142049,1.099414,0.005957,0.148820,-25.698983,-1.322230,0.568848,0.546714,0.199463,0.360075,-0.326388,0.503481,0.437508,-0.401320,0.251993,0.180156,-0.100747,0.007459,0.017180,0.006365,0.001691,0.001715,0.000730,0.008821,0.004342,0.002617,0.001046,0.006804,0.001146,0.008267,0.011141,0.029437,0.207406,0.007766,0.013883,0.162714,0.002294,0.018871,0.715686,0.576918,0.203847,0.238079,0.179770,0.133280,0.181136,0.179548,0.160355,0.227915,0.223926,0.147943,0.126155,0.006958,0.013613,0.004427,0.001031,0.001173,0.000535,0.010268,0.002372,0.001647,0.000985,0.007766,0.001042,0.004541,Parakeet
0.120515,0.079785,3.000907,0.168763,0.138807,1.295721,0.004105,0.174002,-24.876172,-1.749099,0.192378,0.357530,0.588029,0.110178,-0.407541,0.647717,0.138876,-0.350860,0.481141,0.017282,0.123060,0.001620,0.003553,0.023229,0.005505,0.002377,0.001355,0.003158,0.001346,0.002935,0.002432,0.004596,0.001401,0.007065,0.011993,0.062110,0.332104,0.009375,0.017624,0.121349,0.001579,0.027953,1.344191,0.508776,0.272352,0.281214,0.221412,0.285079,0.202551,0.289570,0.242002,0.272769,0.235689,0.226153,0.161950,0.001219,0.002271,0.015437,0.004238,0.001517,0.000725,0.002415,0.001226,0.002278,0.001590,0.004313,0.001097,0.003853,Parakeet
0.139065,0.060261,3.063156,0.204708,0.159149,1.018760,0.005046,0.199212,-26.404121,-1.011547,1.463218,0.192908,0.123654,0.347456,0.212991,0.205447,0.450277,0.164794,0.192884,-0.040607,0.148626,0.002740,0.004183,0.016628,0.000932,0.006942,0.001419,0.051833,0.001199,0.001366,0.003171,0.016213,0.001759,0.016834,0.022034,0.026080,0.199629,0.016054,0.026632,0.225463,0.001799,0.050390,0.553062,0.433832,0.358082,0.278651,0.222656,0.180519,0.213409,0.263303,0.281022,0.179538,0.195682,0.150598,0.153104,0.002644,0.003437,0.012656,0.000576,0.007138,0.001142,0.034075,0.000931,0.000990,0.002429,0.010703,0.001336,0.010629,Parakeet
0.199973,0.016403,3.097090,0.292378,0.241157,1.410270,0.002626,0.319221,-27.253047,-0.200361,0.899880,-0.044025,0.212057,-0.053300,0.270483,-0.029925,0.081401,0.103154,-0.043043,0.088868,0.002480,0.002509,0.002437,0.020486,0.002512,0.004470,0.001624,0.029002,0.002360,0.002967,0.002257,0.011750,0.001741,0.011379,0.016105,0.012394,0.156633,0.021495,0.022500,0.232825,0.000813,0.040663,0.380321,0.318720,0.200890,0.134354,0.154506,0.135499,0.162929,0.162665,0.203036,0.179195,0.152513,0.115494,0.118850,0.001465,0.002102,0.013179,0.001506,0.002910,0.000761,0.013042,0.002207,0.002232,0.001142,0.009713,0.001070,0.003922,Parakeet
0.088510,0.008245,3.121932,0.139354,0.132172,0.868844,0.005752,0.138972,-28.872589,-1.364993,-0.075513,0.581009,-0.781214,-0.172170,-0.053655,0.305847,-0.329926,-0.118755,0.199513,-0.151227,-0.056651,0.002833,0.003274,0.006398,0.006265,0.037526,0.005037,0.004162,0.001164,0.001990,0.001819,0.002972,0.002521,0.011970,0.013149,0.004859,0.131838,0.009840,0.015984,0.211205,0.001929,0.024319,0.653943,0.389637,0.232573,0.203428,0.217536,0.170994,0.225011,0.254463,0.295244,0.304866,0.229497,0.171752,0.140350,0.002268,0.002722,0.005785,0.004576,0.014944,0.004718,0.003471,0.000875,0.001410,0.001036,0.002175,0.002264,0.003856,Parrot
0.088328,0.022569,3.120929,0.186349,0.188817,0.805369,0.006866,0.117409,-27.426509,0.890396,1.344915,0.461023,0.754613,0.212588,0.073073,0.228863,0.190058,-0.187798,0.156011,0.068083,-0.017130,0.005540,0.001009,0.085996,0.007476,0.014780,0.001429,0.020895,0.001295,0.001057,0.010661,0.049716,0.000623,0.030029,0.017091,0.011889,0.107749,0.008399,0.016405,0.241126,0.002635,0.038467,0.664809,0.556076,0.215646,0.184734,0.181595,0.159219,0.164610,0.135931,0.134609,0.173149,0.144448,0.127830,0.100666,0.003673,0.000868,0.046285,0.005401,0.010093,0.000963,0.011333,0.001360,0.000570,0.008808,0.031280,0.000411,0.010948,Parrot
0.129646,0.055777,3.154252,0.160764,0.141130,0.609429,0.010317,0.155747,-25.712497,0.014925,0.928866,-0.459482,-0.063046,-0.196100,0.297804,-0.371202,0.369270,-0.144315,0.332921,-0.027505,-0.051514,0.004161,0.002888,0.010462,0.004084,0.005309,0.002830,0.010456,0.002279,0.002975,0.003768,0.009476,0.006401,0.006065,0.009990,0.036672,0.157839,0.010986,0.016053,0.145862,0.006740,0.004498,0.516355,0.354575,0.256245,0.226089,0.167769,0.193294,0.172912,0.176696,0.191772,0.169630,0.132266,0.133782,0.132199,0.002471,0.002084,0.007312,0.002635,0.004534,0.002098,0.006086,0.002055,0.002005,0.002561,0.006577,0.004387,0.002848,Parrot
0.227270,0.002658,3.181324,0.308255,0.245109,1.894536,0.001623,0.374104,-28.096488,0.310359,0.373672,-0.219157,-0.234111,-0.052738,0.255093,0.262501,-0.126815,0.214021,0.093397,-0.063507,0.120180,0.003205,0.002348,0.007097,0.002819,0.006214,0.004962,0.007207,0.001214,0.001658,0.002333,0.003891,0.002331,0.003147,0.025232,0.001800,0.116200,0.028373,0.014202,0.225414,0.000502,0.080916,0.568252,0.495958,0.192148,0.204936,0.187480,0.181624,0.164399,0.192355,0.161958,0.151726,0.160606,0.144365,0.139782,0.001197,0.001424,0.004639,0.001280,0.002716,0.002430,0.004534,0.000550,0.000947,0.001221,0.002007,0.001436,0.001470,Parrot
0.189507,0.015745,3.197585,0.225466,0.154300,1.746690,0.002318,0.289578,-27.634538,-2.454254,0.456408,0.509272,0.248279,0.635606,-0.033967,-0.068962,-0.080586,0.035778,0.008192,0.016205,0.093218,0.002258,0.002653,0.007999,0.003125,0.003717,0.002423,0.003425,0.002745,0.002097,0.001501,0.002260,0.001542,0.003392,0.029714,0.009477,0.085069,0.021368,0.008196,0.172729,0.000580,0.036621,0.845752,0.407190,0.350681,0.190152,0.183594,0.190983,0.275178,0.182462,0.208537,0.196033,0.159567,0.148631,0.094147,0.001449,0.001559,0.002518,0.001898,0.002504,0.001588,0.001968,0.001461,0.001592,0.000880,0.000912,0.000854,0.001031,Parrot
0.145342,0.017352,3.109842,0.172571,0.127597,0.719026,0.005292,0.177966,-28.990785,-0.645619,1.546234,0.024319,0.738124,0.070335,0.416898,0.110337,0.283128,0.023193,0.112146,0.026813,0.146311,0.003051,0.001054,0.010116,0.000749,0.004817,0.000692,0.007542,0.005152,0.001391,0.002688,0.011665,0.003801,0.006524,0.009215,0.010008,0.134602,0.010005,0.012095,0.159108,0.001594,0.011226,0.633722,0.490317,0.285327,0.227715,0.220173,0.187203,0.229408,0.207911,0.198651,0.193439,0.150534,0.150816,0.131814,0.002393,0.000859,0.008660,0.000540,0.004996,0.000518,0.005568,0.003389,0.001033,0.002150,0.009485,0.003248,0.003948,Parrot
0.150938,0.012275,3.087970,0.174919,0.125547,0.536781,0.006777,0.169956,-29.310472,-0.836723,1.418456,0.255059,0.791286,-0.013872,0.394576,0.013889,0.142108,0.035223,0.238897,-0.081335,0.175205,0.003792,0.001894,0.002697,0.001296,0.001781,0.000821,0.003621,0.000879,0.000480,0.000754,0.008108,0.008993,0.004345,0.003894,0.010014,0.106321,0.007250,0.013418,0.127261,0.002870,0.006526,0.608667,0.405301,0.260989,0.205207,0.214265,0.253949,0.178459,0.245356,0.170303,0.174919,0.182903,0.142344,0.146459,0.002046,0.001767,0.001752,0.001488,0.001157,0.000715,0.001878,0.000708,0.000275,0.000369,0.005651,0.005135,0.002218,Parrot
0.197772,0.021212,3.126882,0.256455,0.179330,0.880689,0.004789,0.223533,-29.803159,0.028277,1.104275,-0.818481,-0.004948,-0.045481,0.338447,0.091287,0.252116,0.058489,-0.232217,-0.186530,0.065242,0.001218,0.003506,0.003600,0.002219,0.002492,0.001708,0.001985,0.003399,0.000816,0.001115,0.000886,0.000404,0.003056,0.008246,0.014499,0.181944,0.012250,0.021346,0.131577,0.001814,0.011706,0.591164,0.557245,0.460365,0.275998,0.161440,0.174144,0.195416,0.186743,0.173148,0.202472,0.146364,0.153470,0.171263,0.000805,0.001616,0.002092,0.001637,0.001333,0.001770,0.001596,0.004551,0.000889,0.000858,0.000655,0.000248,0.001802,Parrot
0.142593,0.033967,3.139944,0.178325,0.132186,0.941128,0.007171,0.179197,-27.453237,-1.201563,1.047197,0.053904,0.544754,0.065080,0.211668,0.211140,0.364186,-0.275943,0.321817,0.029702,0.134078,0.003737,0.001855,0.007702,0.001872,0.003039,0.000818,0.005480,0.001583,0.001462,0.004537,0.015013,0.001297,0.006027,0.007233,0.025207,0.090538,0.007897,0.016860,0.202382,0.004873,0.018757,0.620178,0.485406,0.262070,0.306841,0.195841,0.199971,0.170472,0.213295,0.183449,0.224805,0.228181,0.163004,0.134946,0.003623,0.001421,0.006494,0.001538,0.002276,0.000541,0.003730,0.001237,0.001054,0.003410,0.009356,0.000904,0.003397,Parrot
0.138054,0.030470,3.131064,0.182111,0.141127,0.819401,0.005844,0.175476,-27.575095,-1.090913,0.942715,-0.029747,0.562861,0.069302,0.219608,0.194581,0.273247,-0.126952,0.300542,-0.046887,0.092555,0.003619,0.002237,0.018235,0.002532,0.003947,0.001291,0.008712,0.001482,0.001510,0.006092,0.013997,0.001425,0.008246,0.005368,0.018334,0.114139,0.008210,0.014923,0.183344,0.002246,0.014492,0.683756,0.537809,0.255384,0.297093,0.210750,0.182797,0.224446,0.179055,0.170286,0.179087,0.158809,0.124797,0.125454,0.002750,0.001896,0.011139,0.001494,0.002907,0.000787,0.004842,0.000887,0.000949,0.004350,0.010165,0.000965,0.004362,Parrot
0.137061,0.018300,3.155892,0.182179,0.144386,0.961765,0.004733,0.181065,-27.998273,-0.929127,0.899662,0.057255,0.467994,0.053286,0.229906,0.175986,0.211488,-0.076531,0.238699,0.003424,0.086663,0.002967,0.002808,0.016014,0.002573,0.007222,0.002276,0.009393,0.001502,0.002365,0.009100,0.007080,0.002105,0.007046,0.006794,0.009857,0.094025,0.008864,0.015931,0.190182,0.001860,0.015117,0.597066,0.533752,0.245559,0.253131,0.173843,0.184176,0.179784,0.183525,0.188089,0.156309,0.183384,0.158472,0.126412,0.001963,0.001954,0.008488,0.001489,0.004503,0.001349,0.005045,0.001036,0.001412,0.007019,0.004704,0.001476,0.003320,Parrot
0.139292,0.014552,3.135506,0.182943,0.148963,0.982108,0.003941,0.181229,-28.197322,-0.494647,0.756669,0.114798,0.350738,0.034156,0.406520,-0.093685,0.330216,-0.063274,0.162970,0.035360,0.082819,0.003503,0.002513,0.011987,0.002376,0.006607,0.003040,0.011542,0.001988,0.002464,0.006552,0.018819,0.003079,0.007995,0.007879,0.009405,0.095730,0.006552,0.012771,0.174384,0.001385,0.011970,0.439499,0.419366,0.161774,0.208173,0.183555,0.172453,0.207696,0.211445,0.197820,0.134215,0.144339,0.107104,0.117716,0.001886,0.001401,0.006850,0.001017,0.004242,0.001713,0.006528,0.001325,0.001521,0.003412,0.010280,0.001963,0.003532,Parrot
0.136100,0.010022,3.160691,0.177442,0.140697,1.219676,0.002774,0.198827,-27.263491,-0.382108,0.805038,-0.033704,0.389857,0.310290,0.091907,-0.030813,0.195884,0.220578,-0.088512,0.215557,-0.030257,0.004407,0.002171,0.024809,0.002830,0.012112,0.003573,0.017693,0.003078,0.002670,0.006285,0.008904,0.002622,0.010349,0.010283,0.006911,0.089180,0.007711,0.012261,0.123097,0.000894,0.007554,0.688609,0.644115,0.212556,0.183149,0.131148,0.146610,0.153773,0.178582,0.209603,0.166332,0.184975,0.155731,0.149585,0.003983,0.001027,0.013284,0.001863,0.009048,0.002210,0.013914,0.002743,0.001404,0.003520,0.005603,0.001814,0.004849,Parrot
0.198503,0.020250,3.085139,0.229963,0.147619,0.943740,0.003467,0.226917,-29.748921,-0.460580,1.469153,-0.651937,-0.120594,-0.029196,0.434760,-0.009171,0.268390,-0.133342,0.023311,-0.138442,0.088335,0.000860,0.004418,0.003111,0.001367,0.002219,0.001893,0.003185,0.001097,0.000736,0.000608,0.001148,0.000853,0.002564,0.018955,0.009730,0.185317,0.012706,0.019642,0.143628,0.000727,0.009535,0.951751,0.497342,0.237493,0.215423,0.245319,0.167865,0.162793,0.152711,0.156384,0.140294,0.149542,0.126532,0.132762,0.000751,0.003381,0.002145,0.000851,0.001668,0.001565,0.003343,0.000954,0.000617,0.000600,0.000764,0.000715,0.001676,Parrot
0.207391,0.019705,3.148323,0.277824,0.219191,1.570890,0.005508,0.409515,-27.490662,0.917052,0.761221,0.187051,0.394378,0.104973,0.229374,-0.005134,0.197736,-0.089761,0.127069,-0.094184,0.052622,0.005692,0.001732,0.036340,0.003637,0.011433,0.003721,0.050849,0.001241,0.002054,0.012368,0.013890,0.001955,0.016588,0.012384,0.013235,0.125121,0.012154,0.010163,0.212692,0.003718,0.039169,0.303065,0.310627,0.174440,0.146086,0.137363,0.139083,0.156423,0.121786,0.118841,0.114807,0.118667,0.097842,0.093054,0.003788,0.000578,0.010007,0.001780,0.005815,0.001857,0.014630,0.000521,0.000951,0.004816,0.007013,0.000884,0.003615,Parrot
0.086301,0.027620,3.065799,0.147239,0.141824,0.899809,0.006310,0.131818,-25.178375,-0.036025,1.315540,0.172972,0.309466,0.747420,0.156058,0.017496,0.137431,0.424125,0.249181,0.083046,0.130371,0.001547,0.001712,0.087124,0.002264,0.008959,0.001763,0.073524,0.001076,0.001723,0.002735,0.038325,0.001014,0.033946,0.014578,0.010809,0.112433,0.012395,0.015109,0.140013,0.002777,0.027883,0.418330,0.364276,0.205198,0.151700,0.137011,0.178452,0.158816,0.166556,0.167734,0.174313,0.225633,0.120311,0.104452,0.001239,0.001832,0.041586,0.001449,0.006245,0.001288,0.031648,0.000731,0.001192,0.001497,0.019742,0.000673,0.010131,Parrot
0.119146,0.015854,3.124948,0.164834,0.135371,1.170529,0.004650,0.183332,-26.282280,-0.195538,0.905260,-0.131419,0.251319,0.669341,0.131018,0.043420,0.102919,0.433273,0.185852,-0.045858,0.220810,0.001694,0.001807,0.066911,0.002625,0.007640,0.002106,0.051167,0.001781,0.001396,0.003064,0.018975,0.001749,0.024517,0.017766,0.006615,0.095094,0.010873,0.011755,0.180590,0.001490,0.033596,0.377077,0.278912,0.218680,0.168691,0.165790,0.172281,0.171570,0.173894,0.181231,0.189537,0.254226,0.184528,0.108155,0.001116,0.001742,0.038557,0.002011,0.004130,0.001593,0.029383,0.001517,0.000940,0.002196,0.012211,0.001521,0.009314,Parrot
0.126353,0.016104,3.150533,0.172538,0.135145,1.264797,0.006068,0.203591,-26.790400,-0.284919,1.055131,-0.306066,0.258922,0.571366,0.038063,0.030905,0.043145,0.388616,0.215958,-0.002725,0.121459,0.001745,0.001613,0.052506,0.002956,0.006150,0.003382,0.042774,0.001826,0.002185,0.002314,0.016693,0.001294,0.020486,0.016130,0.012240,0.110404,0.013351,0.012019,0.217193,0.004599,0.037479,0.530285,0.430503,0.184912,0.149847,0.150374,0.154312,0.162744,0.156747,0.170140,0.131425,0.202314,0.148522,0.121042,0.001036,0.001399,0.022631,0.002271,0.003000,0.002628,0.025413,0.001220,0.001837,0.001306,0.013124,0.000872,0.007274,Parrot
0.114075,0.021879,3.085045,0.166650,0.140206,1.094566,0.004954,0.170300,-26.057680,-0.561172,1.032342,-0.171200,0.288556,0.676387,0.120115,-0.025989,0.101354,0.403211,0.194711,-0.044352,0.110176,0.001438,0.002384,0.049420,0.001529,0.008391,0.002149,0.062976,0.001788,0.002174,0.002959,0.017131,0.001623,0.024157,0.015146,0.008217,0.140655,0.010726,0.013022,0.215281,0.002009,0.026523,0.351364,0.315741,0.202416,0.183055,0.146319,0.158860,0.202507,0.157075,0.197885,0.166546,0.221169,0.142571,0.141398,0.000872,0.001976,0.025712,0.001127,0.006778,0.001958,0.035739,0.001146,0.001757,0.001743,0.013871,0.001121,0.009319,Parrot
0.155612,0.011031,3.150040,0.205490,0.157461,1.219097,0.004782,0.211102,-29.073755,-0.953436,1.609427,-0.106781,0.598946,0.754292,0.158604,-0.089193,0.190660,0.232032,-0.069865,-0.074151,0.141070,0.001556,0.002291,0.003745,0.001970,0.006398,0.005895,0.005253,0.000398,0.000574,0.005595,0.007472,0.000766,0.004805,0.012823,0.005282,0.155031,0.018163,0.018827,0.168961,0.002221,0.009789,1.079859,0.486748,0.193916,0.180858,0.233188,0.230543,0.171404,0.181216,0.218836,0.202449,0.267410,0.172439,0.123926,0.001485,0.002231,0.002936,0.001574,0.005548,0.005855,0.004764,0.000220,0.000457,0.004670,0.005559,0.000740,0.002762,Parrot
0.109974,0.029583,3.191596,0.170893,0.157151,1.184107,0.004270,0.183503,-24.455504,0.244379,1.465077,0.208364,0.584749,0.932263,0.189013,-0.103001,0.200755,0.193225,-0.109477,-0.078579,0.029229,0.003865,0.001516,0.014696,0.001877,0.012777,0.004184,0.029448,0.001032,0.000753,0.018134,0.033580,0.001637,0.014621,0.014055,0.014167,0.057548,0.007342,0.015931,0.137950,0.001397,0.017914,0.519516,0.402911,0.153482,0.137028,0.161674,0.170168,0.137708,0.164949,0.205728,0.171265,0.234531,0.144126,0.129837,0.002558,0.001397,0.008668,0.000916,0.007909,0.003473,0.018702,0.000814,0.000430,0.009701,0.015139,0.001205,0.006253,Parrot
0.141351,0.018606,3.221098,0.187101,0.143531,1.134022,0.005631,0.203097,-27.655711,-1.080314,2.340640,0.022789,0.517547,0.735205,0.084679,0.004283,0.048204,0.104048,-0.109906,-0.103075,0.026129,0.001629,0.002040,0.002221,0.001433,0.012232,0.002495,0.008472,0.000587,0.000681,0.008039,0.004318,0.001577,0.005530,0.007400,0.009773,0.053494,0.008354,0.012336,0.158629,0.002186,0.008098,0.616015,0.378555,0.242680,0.192726,0.174760,0.210091,0.160247,0.154742,0.148322,0.158240,0.210145,0.121579,0.177309,0.001513,0.002198,0.001382,0.001029,0.010766,0.001659,0.004975,0.000575,0.000635,0.006301,0.002331,0.001716,0.003579,Parrot
0.078468,0.051333,3.150151,0.162202,0.193838,0.393632,0.006951,0.082476,-24.452947,1.778146,-0.449963,-0.910159,-0.567318,-0.167622,0.248828,0.118923,0.213995,0.112593,0.035449,0.022131,0.012364,0.010399,0.013319,0.031493,0.010152,0.008064,0.006663,0.068958,0.002668,0.005805,0.009276,0.011858,0.012007,0.022254,0.018233,0.037975,0.105067,0.012216,0.013811,0.151756,0.003826,0.017552,0.516770,0.380901,0.233663,0.212419,0.188004,0.195997,0.176748,0.183318,0.105497,0.143336,0.135835,0.111864,0.107894,0.007666,0.009469,0.015669,0.006927,0.004835,0.003981,0.048144,0.001985,0.003644,0.006397,0.007711,0.007797,0.010894,Parrot
0.132963,0.024136,3.098414,0.197164,0.165418,0.977900,0.005473,0.181897,-26.305509,0.207869,1.482303,0.308409,0.593424,0.311802,0.308314,0.278911,0.144571,-0.148293,0.101279,-0.186080,-0.003814,0.013253,0.001360,0.039266,0.002011,0.012412,0.001707,0.022451,0.001131,0.001876,0.005432,0.008930,0.001345,0.013702,0.017508,0.014023,0.121536,0.009944,0.017962,0.266346,0.002627,0.031058,0.476246,0.446690,0.222802,0.177690,0.196093,0.206696,0.209239,0.250014,0.204018,0.246681,0.196484,0.179105,0.122054,0.009132,0.001068,0.018385,0.001610,0.009018,0.001288,0.011730,0.000973,0.001715,0.003996,0.004850,0.000823,0.005984,Parrot
0.141618,0.025058,3.159314,0.199358,0.163310,1.124213,0.005864,0.196050,-25.786831,-0.105615,1.432569,0.085346,0.719783,0.217307,0.287504,0.294346,0.201795,-0.153817,0.195850,-0.143675,-0.019258,0.002834,0.001850,0.017629,0.002942,0.006730,0.001353,0.012752,0.000964,0.001932,0.013850,0.014992,0.001095,0.009596,0.007707,0.017029,0.070878,0.009752,0.017837,0.222718,0.002928,0.022763,0.413688,0.405884,0.213828,0.153344,0.185310,0.147898,0.196267,0.183341,0.160472,0.168255,0.174665,0.178980,0.149863,0.001687,0.001393,0.012711,0.002010,0.005583,0.000761,0.007753,0.000593,0.001404,0.010569,0.011238,0.000687,0.005682,Parrot
