@RELATION scripts/svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {crow,sparrow,cuckoo}

@DATA
0.292710,0.051770,3.208360,0.389069,0.243448,2.171794,0.003225,0.484167,-24.046854,-2.652910,-0.851131,0.119392,-0.164301,0.349230,0.251279,-0.332339,0.140024,-0.285613,0.121744,0.114827,-0.186284,0.003656,0.010334,0.000737,0.001318,0.001030,0.001634,0.001606,0.007108,0.006129,0.011158,0.009147,0.002252,0.006342,0.025329,0.020718,0.038368,0.018664,0.003322,0.144702,0.000998,0.062785,0.716928,0.676672,0.438386,0.135838,0.158081,0.184940,0.066018,0.157667,0.042501,0.132986,0.187981,0.207346,0.194952,0.002428,0.008284,0.000397,0.000667,0.000642,0.000882,0.001020,0.006652,0.005312,0.007817,0.005467,0.000562,0.001434,crow
0.292710,0.051812,3.208372,0.389087,0.243461,2.171853,0.003224,0.484167,-24.045784,-2.652957,-0.851196,0.119371,-0.164313,0.349229,0.251291,-0.332335,0.140031,-0.285625,0.121730,0.114784,-0.186320,0.003656,0.010334,0.000737,0.001318,0.001030,0.001634,0.001606,0.007108,0.006128,0.011157,0.009147,0.002252,0.006341,0.025329,0.020734,0.038358,0.018667,0.003339,0.144747,0.000998,0.062785,0.717190,0.676987,0.438481,0.135910,0.158075,0.184930,0.066068,0.157676,0.042508,0.132946,0.187976,0.207381,0.194920,0.002428,0.008285,0.000397,0.000667,0.000642,0.000882,0.001020,0.006652,0.005312,0.007817,0.005467,0.000562,0.001434,crow
0.144399,0.027799,3.200752,0.255017,0.256221,1.134343,0.005218,0.192500,-23.739552,1.607999,-0.012263,0.975462,-0.938762,0.474407,-0.081346,0.195012,-0.015396,-0.157365,0.157506,0.097185,0.017403,0.010691,0.004350,0.049629,0.006886,0.008168,0.006760,0.076108,0.000774,0.007554,0.012564,0.024519,0.003677,0.025129,0.036558,0.010027,0.050966,0.024802,0.004766,0.292577,0.001355,0.058802,0.457107,0.564174,0.103290,0.262470,0.159482,0.070765,0.087849,0.105951,0.099861,0.070017,0.113308,0.074862,0.132254,0.003302,0.002038,0.019785,0.004584,0.003463,0.003084,0.023790,0.000470,0.003121,0.004297,0.015519,0.002143,0.006446,crow
0.310336,0.072332,3.212061,0.403624,0.240998,2.090184,0.003272,0.578854,-24.706031,-3.658853,-1.129341,0.690059,-0.331624,0.464960,0.165152,-0.280758,-0.037633,-0.137214,0.236704,-0.090650,-0.055360,0.004022,0.008380,0.001291,0.001032,0.001615,0.002225,0.001233,0.002559,0.002943,0.002220,0.002911,0.003618,0.003189,0.046363,0.014116,0.029426,0.021288,0.005458,0.210651,0.001140,0.139276,0.074781,0.240557,0.153503,0.139619,0.239298,0.149247,0.236852,0.114431,0.081719,0.088738,0.086791,0.206895,0.125350,0.001596,0.006678,0.001323,0.000444,0.001060,0.001175,0.000518,0.001427,0.001270,0.001328,0.001432,0.003057,0.001391,crow
0.161869,0.071772,3.142876,0.223819,0.176499,1.058094,0.007384,0.203958,-24.848488,-1.722561,-3.185316,1.450916,-0.088571,0.031385,0.034761,-0.128079,0.412100,-0.046180,-0.330231,0.013032,-0.263676,0.006474,0.007517,0.005924,0.004470,0.009217,0.009312,0.011214,0.005241,0.005058,0.011757,0.009207,0.008667,0.008924,0.009399,0.014176,0.146511,0.013321,0.015939,0.124624,0.001515,0.002792,1.163128,0.347554,0.342018,0.447283,0.154299,0.091591,0.136413,0.135160,0.077710,0.080555,0.049557,0.101953,0.041000,0.002247,0.005021,0.001261,0.002343,0.002376,0.006701,0.015375,0.005163,0.002284,0.003434,0.002348,0.002590,0.004276,crow
0.196235,0.042239,2.936847,0.258623,0.189473,1.364767,0.007772,0.272396,-26.408523,-1.581539,-2.402228,0.695998,-0.527735,0.347348,-0.060226,0.168484,0.153779,-0.235744,-0.119348,-0.044560,0.107285,0.010999,0.005468,0.007806,0.010305,0.006296,0.005999,0.007065,0.005822,0.004898,0.004058,0.005713,0.009084,0.007422,0.034542,0.017935,0.270868,0.039445,0.028434,0.397885,0.003006,0.092840,1.894891,0.562142,0.435298,0.657281,0.178148,0.160460,0.300605,0.176534,0.194161,0.189431,0.121750,0.154050,0.095345,0.006301,0.003095,0.006104,0.010768,0.002722,0.005558,0.005687,0.002802,0.003685,0.002396,0.002910,0.006490,0.002030,crow
0.270025,0.054324,3.173994,0.342161,0.210429,1.731499,0.003281,0.353750,-24.329450,-2.359240,-0.870497,0.902837,-0.569936,0.480309,-0.215134,0.106219,-0.013972,0.124298,-0.024642,-0.166616,-0.010881,0.002110,0.003731,0.003998,0.009679,0.002213,0.004410,0.001853,0.000705,0.003622,0.006416,0.001360,0.002951,0.004038,0.015816,0.015488,0.103943,0.012867,0.005549,0.144203,0.000850,0.065821,0.675352,0.341243,0.211866,0.216274,0.076169,0.090050,0.184635,0.181288,0.127752,0.116742,0.139759,0.126781,0.125644,0.001759,0.001626,0.002789,0.008257,0.001437,0.003058,0.001037,0.000379,0.002409,0.005441,0.000459,0.002144,0.001421,crow
0.296706,0.027850,3.092064,0.350160,0.210679,1.732126,0.005212,0.397784,-27.064565,-1.676906,-0.417720,0.415235,-0.612434,0.331512,-0.242042,0.238559,0.196023,-0.033045,0.095223,-0.087091,0.136362,0.002969,0.008414,0.003228,0.006006,0.003150,0.002354,0.003537,0.001432,0.002505,0.003068,0.002619,0.005359,0.003734,0.028141,0.022942,0.211739,0.012804,0.007749,0.272203,0.001698,0.055029,1.193127,0.556326,0.287247,0.381029,0.194693,0.175411,0.251028,0.131308,0.139230,0.150999,0.118821,0.126608,0.123288,0.001730,0.005353,0.001869,0.004252,0.001566,0.001306,0.001668,0.000683,0.001972,0.002187,0.001455,0.002958,0.001499,crow
0.261108,0.062855,3.141991,0.318857,0.190545,1.341498,0.005328,0.308438,-24.219860,-2.175576,-0.515356,0.730259,-0.876145,0.652202,-0.376456,0.126389,-0.142158,0.431890,-0.311166,0.098545,-0.048058,0.001822,0.002420,0.001625,0.009748,0.009732,0.004266,0.002154,0.001610,0.002769,0.004155,0.003053,0.006302,0.005005,0.017540,0.035204,0.176398,0.012466,0.010000,0.321489,0.002004,0.022802,0.750853,0.495648,0.298340,0.246979,0.189413,0.355759,0.272588,0.176154,0.139643,0.049669,0.137751,0.161289,0.131284,0.002298,0.001272,0.001153,0.009012,0.010911,0.002584,0.001478,0.001235,0.002966,0.003264,0.002574,0.006205,0.003826,crow
0.299750,0.036303,3.167576,0.358032,0.209753,1.701423,0.004700,0.449375,-26.005876,-1.917775,-0.477259,0.442176,-0.600458,0.545787,-0.466866,0.174629,-0.039673,0.108016,-0.057973,-0.059762,-0.012784,0.002127,0.003817,0.004328,0.014577,0.004996,0.003210,0.002411,0.001582,0.001857,0.001761,0.002088,0.008211,0.004753,0.015786,0.025234,0.132940,0.012242,0.004136,0.194888,0.000757,0.014956,0.715292,0.493596,0.189959,0.134558,0.091292,0.118876,0.146616,0.098899,0.035673,0.124307,0.059364,0.069050,0.108548,0.000737,0.002263,0.001767,0.006300,0.003824,0.000633,0.000886,0.000759,0.000874,0.000731,0.001177,0.002729,0.001873,crow
0.249426,0.069094,3.234923,0.314741,0.190492,1.577254,0.003750,0.315208,-23.663727,-2.536152,-0.754719,0.629365,-0.626659,0.596692,-0.089162,-0.180690,-0.188563,0.331486,-0.009249,-0.019373,-0.182778,0.000498,0.002576,0.001542,0.008684,0.002579,0.003188,0.001322,0.002200,0.004765,0.003772,0.001578,0.014313,0.004645,0.017610,0.032393,0.034064,0.013486,0.006003,0.257798,0.000958,0.044778,0.461214,0.437141,0.077883,0.201366,0.182284,0.150189,0.235732,0.084232,0.172124,0.117189,0.232004,0.214218,0.201824,0.000311,0.001809,0.000971,0.007523,0.001445,0.001022,0.000939,0.001340,0.002114,0.002404,0.000951,0.005270,0.001892,crow
0.296763,0.027850,3.092064,0.350145,0.210663,1.732086,0.005212,0.397727,-27.064581,-1.676862,-0.417751,0.415265,-0.612456,0.331528,-0.242054,0.238569,0.196013,-0.033056,0.095205,-0.087111,0.136345,0.002969,0.008414,0.003228,0.006006,0.003150,0.002354,0.003538,0.001432,0.002505,0.003067,0.002619,0.005359,0.003734,0.028120,0.022942,0.211735,0.012802,0.007757,0.272196,0.001698,0.055042,1.193161,0.556316,0.287241,0.381026,0.194688,0.175427,0.251033,0.131314,0.139237,0.151013,0.118813,0.126619,0.123286,0.001730,0.005353,0.001869,0.004252,0.001566,0.001306,0.001668,0.000683,0.001972,0.002188,0.001455,0.002958,0.001498,crow
0.181678,0.024877,3.235653,0.236927,0.184288,1.596072,0.004267,0.243304,-23.730681,0.182715,-1.033110,0.577698,-0.805649,0.437744,-0.128163,-0.045757,0.266090,0.008751,0.093210,0.031694,0.112845,0.011511,0.009939,0.007607,0.005126,0.004678,0.005532,0.007854,0.005333,0.009620,0.011724,0.010072,0.007735,0.006851,0.016618,0.016373,0.035041,0.012982,0.007110,0.124875,0.000916,0.005984,0.514831,0.419481,0.163200,0.255994,0.158821,0.137861,0.156962,0.118066,0.180547,0.116886,0.130397,0.111764,0.144982,0.006618,0.005513,0.003151,0.003209,0.003102,0.004401,0.004469,0.003707,0.006241,0.007002,0.006342,0.003226,0.002261,crow
0.245567,0.041513,3.159463,0.338237,0.262488,1.792565,0.004661,0.403438,-23.545459,0.016602,0.374784,1.094972,-0.395345,0.183581,0.051654,0.170332,0.142892,-0.056091,0.193173,0.089817,-0.110305,0.007299,0.007067,0.035633,0.003937,0.004962,0.002700,0.039426,0.001517,0.002534,0.004425,0.013515,0.001625,0.014788,0.048874,0.018399,0.066572,0.032270,0.011964,0.395963,0.002641,0.100443,0.728752,0.812731,0.281073,0.589735,0.378659,0.308818,0.268220,0.087504,0.212597,0.187719,0.169621,0.167551,0.183239,0.007070,0.005454,0.030387,0.002079,0.003937,0.001701,0.034064,0.001460,0.000905,0.003015,0.007020,0.000498,0.010272,crow
0.191072,0.038457,3.197791,0.245518,0.189171,1.442927,0.004610,0.245729,-23.920164,-0.007260,-0.899095,0.931742,-0.754640,0.663479,-0.216296,-0.066418,0.190709,-0.155459,-0.101485,-0.069341,0.218071,0.013342,0.006593,0.006522,0.004505,0.006088,0.005929,0.009425,0.005190,0.006686,0.010145,0.008536,0.017874,0.007820,0.010759,0.017941,0.081634,0.010895,0.007405,0.134800,0.001119,0.004672,0.384454,0.401134,0.148864,0.161513,0.173736,0.111357,0.105902,0.106097,0.085079,0.072696,0.095814,0.076883,0.126907,0.004261,0.003708,0.002482,0.001984,0.003503,0.002824,0.004557,0.001869,0.004267,0.005886,0.003914,0.009609,0.002355,crow
0.182398,0.026838,3.162527,0.241345,0.186415,1.390514,0.005348,0.241181,-24.405735,0.025045,-1.001067,0.909236,-0.658169,0.757854,-0.177130,0.022321,0.236867,-0.223076,-0.091106,0.016117,0.208957,0.024181,0.006969,0.007174,0.004836,0.005074,0.003333,0.004472,0.004044,0.006376,0.008205,0.003876,0.014063,0.008533,0.019859,0.014794,0.097132,0.013525,0.007461,0.173942,0.001935,0.009929,0.364831,0.471748,0.121416,0.238044,0.165718,0.082917,0.090274,0.102817,0.105259,0.093984,0.110008,0.117506,0.108626,0.012690,0.004206,0.003152,0.002196,0.002712,0.001876,0.002344,0.002242,0.003658,0.006203,0.002364,0.008403,0.002523,crow
0.239362,0.063511,3.133992,0.312444,0.200924,0.857457,0.003784,0.262500,-24.098248,-1.596250,-0.556956,1.344280,-0.940881,0.690220,-0.692755,-0.054852,0.407632,-0.238338,0.107354,-0.233291,0.180867,0.013081,0.008535,0.007313,0.003933,0.000870,0.000700,0.000574,0.001121,0.002675,0.002423,0.001613,0.012331,0.005984,0.010726,0.012192,0.044999,0.006991,0.001785,0.065139,0.001540,0.005078,0.163951,0.242699,0.083278,0.155894,0.091501,0.087471,0.137765,0.152449,0.107531,0.109788,0.109066,0.081568,0.035314,0.012450,0.003479,0.005197,0.002632,0.000382,0.000390,0.000311,0.000618,0.001898,0.000528,0.000847,0.007956,0.003438,crow
0.230131,0.029371,3.182595,0.309935,0.212923,1.187671,0.004483,0.256563,-24.171011,-1.188747,-0.854018,1.287095,-0.839822,0.353835,-0.692362,-0.010292,0.152158,-0.020796,0.254623,-0.580050,0.160261,0.005968,0.004844,0.013208,0.002147,0.000899,0.004703,0.007510,0.004213,0.002247,0.000739,0.002239,0.009441,0.004941,0.002273,0.004792,0.043951,0.005656,0.002525,0.032280,0.001232,0.002232,0.118424,0.090476,0.040263,0.015241,0.069358,0.086347,0.064726,0.045306,0.030416,0.087052,0.070496,0.016898,0.031957,0.001131,0.003182,0.005314,0.000810,0.000071,0.000599,0.004394,0.000679,0.000810,0.000221,0.000686,0.003045,0.000276,crow
0.233573,0.076100,3.092749,0.300978,0.195939,0.643336,0.005529,0.257188,-24.042429,-1.795281,-0.740289,1.421357,-0.947379,0.621547,-0.815432,0.600903,0.460816,-0.229208,0.180463,-0.129560,0.081687,0.010371,0.016373,0.013369,0.002656,0.001406,0.000988,0.000627,0.000353,0.000798,0.000920,0.003022,0.001845,0.006764,0.002229,0.018717,0.049096,0.001242,0.002678,0.080915,0.001175,0.001362,0.169597,0.108741,0.043461,0.089700,0.104268,0.036490,0.053620,0.047513,0.081056,0.058356,0.077145,0.048663,0.040441,0.001552,0.006604,0.006675,0.000763,0.000116,0.000536,0.000254,0.000094,0.000555,0.000280,0.000608,0.001267,0.000804,crow
0.247497,0.090378,3.190768,0.313162,0.199150,0.802286,0.006403,0.265938,-23.491762,-1.632209,-0.528757,1.457792,-0.844101,0.582106,-0.691397,0.233372,0.189684,-0.232403,0.144982,-0.334850,0.068793,0.008685,0.009021,0.001969,0.003694,0.001010,0.001061,0.003440,0.000868,0.000409,0.000589,0.001677,0.003389,0.003751,0.003113,0.006740,0.013143,0.001560,0.003420,0.030343,0.001460,0.001036,0.100245,0.137301,0.072489,0.074494,0.055887,0.014099,0.039946,0.103243,0.066032,0.097901,0.087377,0.050298,0.055120,0.003328,0.005810,0.000518,0.001693,0.000591,0.000310,0.000322,0.000290,0.000202,0.000268,0.000335,0.001906,0.001020,crow
0.247497,0.059392,3.138550,0.310539,0.217036,1.183222,0.004058,0.264375,-22.905620,-0.837955,-0.613024,1.384836,-0.652886,0.527063,-0.746008,-0.074022,0.137872,-0.063677,0.196680,-0.440994,0.254181,0.005836,0.005979,0.010922,0.002450,0.001439,0.002093,0.005652,0.002249,0.000734,0.001716,0.001906,0.011507,0.004900,0.003554,0.000588,0.018179,0.003768,0.001410,0.037217,0.000972,0.004098,0.016054,0.041662,0.030896,0.097716,0.051020,0.073042,0.062569,0.044835,0.068202,0.022369,0.031747,0.069974,0.046021,0.001690,0.000275,0.005999,0.000250,0.000331,0.000182,0.001440,0.001861,0.000423,0.000474,0.000335,0.006594,0.001535,crow
0.230757,0.071131,3.205810,0.291768,0.206098,1.118213,0.003611,0.254687,-22.582612,-0.770163,-0.813967,1.388726,-0.822322,0.546278,-0.645354,0.023825,0.368534,-0.051695,0.225771,-0.342407,-0.015283,0.009756,0.003323,0.012317,0.002085,0.000993,0.001209,0.001982,0.001916,0.001083,0.001747,0.003461,0.010543,0.005780,0.002880,0.010445,0.028676,0.005539,0.004394,0.066136,0.001125,0.001362,0.049107,0.099356,0.062322,0.075358,0.021205,0.050091,0.072846,0.056684,0.016465,0.039964,0.069749,0.074208,0.033876,0.006854,0.000965,0.001373,0.000321,0.000231,0.000145,0.001201,0.000849,0.000864,0.000207,0.001578,0.006363,0.001595,crow
0.239049,0.092920,3.193761,0.301305,0.188428,0.491484,0.004412,0.256250,-24.194664,-1.792916,-0.319621,1.424139,-0.927722,0.598437,-1.046814,0.504761,0.261297,-0.672345,0.079283,-0.038372,0.028356,0.005815,0.020380,0.018378,0.002544,0.000550,0.000745,0.000239,0.000497,0.000808,0.000285,0.000702,0.007660,0.008274,0.002935,0.026954,0.034678,0.007868,0.003754,0.074246,0.002715,0.001250,0.180295,0.121342,0.230839,0.048406,0.098950,0.077888,0.070784,0.134516,0.071201,0.138841,0.092026,0.113884,0.092918,0.004156,0.018408,0.006233,0.001071,0.000320,0.000253,0.000064,0.000676,0.000392,0.000213,0.000442,0.004206,0.003339,crow
0.252972,0.081736,3.030755,0.308907,0.202212,0.974298,0.002973,0.263750,-22.783706,-1.241370,-0.537059,1.104528,-0.813758,0.605898,-0.772535,0.066622,0.098277,-0.144208,0.175565,-0.255824,0.076820,0.007766,0.006862,0.011109,0.004706,0.001020,0.001124,0.001071,0.001720,0.002429,0.001137,0.004577,0.003888,0.004004,0.002705,0.008698,0.046971,0.004721,0.002131,0.038546,0.000766,0.001250,0.147367,0.107861,0.011596,0.048471,0.045576,0.061429,0.083077,0.048234,0.080887,0.047644,0.113646,0.025345,0.069209,0.002909,0.002216,0.001701,0.000644,0.000174,0.000332,0.000365,0.001165,0.000659,0.000419,0.001031,0.003074,0.000222,crow
0.170943,0.057017,3.198086,0.245016,0.234331,1.364546,0.005790,0.219583,-22.547016,0.884965,-0.174836,1.501489,-0.750199,0.570455,-0.220387,0.272648,0.065604,-0.184752,0.136966,0.092179,0.072028,0.005659,0.006981,0.050438,0.005678,0.015811,0.003521,0.040337,0.002241,0.002982,0.007728,0.023021,0.003582,0.018994,0.025892,0.021815,0.067626,0.014154,0.017339,0.212435,0.001868,0.030369,0.638981,0.682101,0.215329,0.250353,0.225401,0.135988,0.142249,0.158117,0.168603,0.172567,0.116669,0.134900,0.148657,0.002649,0.006843,0.032905,0.003543,0.010088,0.002064,0.021709,0.001787,0.001623,0.003757,0.018171,0.001770,0.009494,crow
0.193262,0.060296,3.216182,0.274773,0.261080,1.507254,0.006401,0.229271,-22.479691,0.967730,0.524004,1.749164,-0.903048,0.724221,-0.013054,0.224934,-0.161440,-0.182171,0.341898,0.049194,0.093096,0.007657,0.002155,0.038517,0.003312,0.010806,0.005953,0.021931,0.000332,0.003595,0.010493,0.026394,0.010713,0.013657,0.039849,0.017535,0.051912,0.029155,0.005531,0.320424,0.002451,0.048990,0.528958,0.533616,0.214593,0.247645,0.267112,0.097374,0.090890,0.201395,0.146704,0.141351,0.155743,0.042515,0.156261,0.003808,0.001715,0.017813,0.001677,0.008687,0.002646,0.015869,0.000155,0.001872,0.007776,0.015747,0.011819,0.006514,crow
0.249113,0.034336,3.198846,0.339412,0.294034,1.736568,0.003564,0.575547,-23.258998,0.869495,-0.059224,1.167236,-0.269638,0.666152,-0.141543,0.370674,0.009050,0.123760,0.267414,-0.040981,-0.026492,0.003953,0.002933,0.038541,0.004063,0.006456,0.003809,0.067159,0.001101,0.001829,0.010702,0.047927,0.001945,0.025782,0.026953,0.007737,0.053032,0.014154,0.007317,0.181217,0.000748,0.155410,0.270453,0.264551,0.134647,0.138170,0.154665,0.129310,0.121496,0.141682,0.166880,0.143212,0.142682,0.107541,0.112534,0.001702,0.001815,0.018508,0.002184,0.003328,0.002293,0.021800,0.000728,0.000735,0.005887,0.022646,0.001075,0.006150,crow
0.216442,0.055824,3.147984,0.325165,0.302457,1.612554,0.003239,0.460729,-22.619021,1.188856,-0.027665,1.420348,-0.085286,0.721579,-0.099730,0.416035,0.209391,0.144791,0.220252,-0.084595,-0.099379,0.006643,0.001436,0.047449,0.003846,0.020241,0.003263,0.092624,0.000898,0.001870,0.006892,0.036022,0.002665,0.029842,0.018162,0.010296,0.075110,0.019430,0.012720,0.200263,0.000871,0.106029,0.365408,0.256635,0.116650,0.167838,0.183969,0.132577,0.137514,0.172447,0.119034,0.088817,0.136663,0.171791,0.105797,0.002993,0.000782,0.020612,0.002185,0.010343,0.002698,0.039324,0.000577,0.000639,0.002494,0.013421,0.001636,0.006776,crow
0.226106,0.022756,3.145874,0.330295,0.280901,1.525330,0.004206,0.317121,-24.507664,0.446288,0.291636,1.250288,-0.434671,0.637664,-0.293553,0.288208,0.027579,-0.114875,0.183949,0.125371,0.045429,0.004416,0.007366,0.060242,0.005744,0.006933,0.002420,0.054766,0.000555,0.002275,0.006125,0.026574,0.002983,0.025039,0.035892,0.008065,0.077025,0.018271,0.012159,0.227227,0.001238,0.079108,0.499318,0.447232,0.128716,0.254027,0.180436,0.148021,0.156731,0.158117,0.104169,0.137205,0.132006,0.128391,0.138301,0.002540,0.005577,0.042248,0.003472,0.004368,0.001535,0.034928,0.000397,0.001010,0.003486,0.016479,0.002655,0.013159,crow
0.519712,0.009646,3.026352,0.543644,0.210382,2.508965,0.003795,0.775357,-37.976145,-3.220731,1.600233,-0.375793,-0.304308,0.384443,-0.093448,-0.200591,0.309748,-0.179219,-0.034647,0.158799,-0.120813,0.001952,0.001947,0.001606,0.001405,0.000995,0.001200,0.001118,0.001526,0.001497,0.001912,0.002279,0.002457,0.001344,0.028822,0.010499,0.215391,0.023451,0.012656,0.239428,0.001446,0.055120,1.805968,0.545532,0.221329,0.177569,0.208478,0.209015,0.139423,0.097477,0.110355,0.079554,0.070402,0.072131,0.074661,0.001251,0.001168,0.001134,0.001033,0.000587,0.000767,0.000743,0.000981,0.000944,0.001247,0.001400,0.001397,0.000411,sparrow
0.485607,0.020144,3.009440,0.505335,0.148693,1.700434,0.005844,0.596719,-32.454232,-2.659310,1.487382,-0.731907,0.249114,-0.143128,0.240778,-0.342988,0.331388,-0.186891,0.025496,0.078629,-0.063697,0.002060,0.003016,0.002642,0.001368,0.001362,0.000316,0.000743,0.000613,0.001988,0.000918,0.001965,0.002977,0.002130,0.038861,0.019812,0.219701,0.031147,0.014205,0.295856,0.002135,0.069121,1.940366,0.809847,0.267857,0.180083,0.202675,0.161338,0.097628,0.089354,0.093551,0.087460,0.106278,0.094998,0.076343,0.001464,0.002391,0.001770,0.001289,0.001203,0.000211,0.000892,0.000512,0.001835,0.000595,0.001803,0.001924,0.000893,sparrow
0.482293,0.016181,3.040421,0.502210,0.151118,1.689089,0.005678,0.592130,-33.145484,-2.654296,1.636380,-0.791053,0.271758,-0.112054,0.231124,-0.351898,0.372451,-0.203863,0.024028,0.100869,-0.068506,0.002138,0.001148,0.002227,0.000739,0.000772,0.000455,0.001037,0.001477,0.001713,0.001710,0.002854,0.003552,0.002275,0.026132,0.020636,0.245419,0.023700,0.015733,0.317102,0.002131,0.054566,2.160757,0.687074,0.324672,0.151032,0.249712,0.264186,0.155156,0.105218,0.127187,0.092233,0.114848,0.148404,0.113405,0.001691,0.000846,0.002023,0.000640,0.000720,0.000493,0.001243,0.001810,0.001448,0.001256,0.002353,0.002929,0.001086,sparrow
0.478671,0.013288,3.043714,0.502775,0.155806,1.686562,0.005146,0.577917,-34.268759,-2.742439,1.601927,-0.656392,0.111429,0.018100,0.136388,-0.300146,0.338965,-0.213589,0.031810,0.084287,-0.079894,0.002817,0.001295,0.001876,0.001513,0.002728,0.000558,0.000475,0.000704,0.000925,0.001223,0.002254,0.002071,0.001982,0.029329,0.016558,0.182566,0.023461,0.016840,0.331959,0.001737,0.063285,1.965060,0.665554,0.317449,0.148417,0.200091,0.183781,0.104780,0.066533,0.075181,0.054554,0.049309,0.063405,0.072043,0.002098,0.000992,0.001314,0.001022,0.003116,0.000364,0.000434,0.000597,0.000707,0.000808,0.002392,0.001499,0.000925,sparrow
0.484896,0.010065,3.021535,0.505286,0.158196,1.666364,0.005645,0.596761,-33.660986,-2.606477,1.471394,-0.585467,0.059914,0.032823,0.158373,-0.348616,0.392069,-0.250141,0.059196,0.075075,-0.062378,0.002569,0.002190,0.003054,0.001505,0.001593,0.000692,0.000682,0.000435,0.002282,0.001408,0.002399,0.003650,0.002860,0.029723,0.009244,0.144103,0.023870,0.014714,0.287679,0.001582,0.048996,1.802342,0.896079,0.356979,0.138108,0.216117,0.173293,0.121366,0.093796,0.086883,0.057669,0.065144,0.065984,0.049127,0.002221,0.002003,0.002232,0.001437,0.001930,0.000569,0.000530,0.000356,0.002236,0.000814,0.002048,0.003082,0.001521,sparrow
0.473269,0.011229,3.011301,0.498588,0.154438,1.652377,0.005600,0.574229,-34.019585,-3.051295,1.603197,-0.559559,0.000910,0.048473,0.209464,-0.440730,0.480748,-0.273246,0.035120,0.134778,-0.110433,0.002965,0.001726,0.002765,0.001151,0.000735,0.000410,0.000666,0.000454,0.001031,0.001613,0.002586,0.002835,0.002146,0.031499,0.013395,0.188800,0.023417,0.017916,0.308963,0.002105,0.059102,1.467963,0.749315,0.333178,0.194487,0.217048,0.181690,0.109817,0.139603,0.144712,0.091277,0.089711,0.089995,0.080964,0.002209,0.001246,0.002145,0.000951,0.000619,0.000352,0.000643,0.000469,0.001024,0.001650,0.002691,0.001994,0.000832,sparrow
